key_list,n_slots
"['APM' 'MMR' 'SQ' 'clanTag' 'color' 'handicap' 'highestLeague' 'isInClan'
 'nickname' 'playerID' 'race' 'realm' 'region' 'result' 'selectedRace'
 'startDir' 'startLocX' 'startLocY' 'supplyCappedPercent' 'userID']",44817
