# Per-game PlayerStats interval stats
replay_id,mean_diff,std_diff,min_diff,max_diff,year
95a55d0f69b2e3669db0d2ef81aa19d2,158.49624060150376,14.04086247682768,0.0,160.0,2021
9d234e6e8566791df963fcd67b33191d,156.23655913978496,21.355377008196896,0.0,160.0,2017
a8fae17a6e0c2d0f53c3873903a9c0e5,157.28484848484848,19.951711846785145,0.0,160.0,2021
a90d5a0c56e3a060a85185ba3b3d68f4,158.80442804428046,11.915852293283882,0.0,160.0,2020
abc1c075bd12b942c3bb12d54ab24073,159.6326530612245,6.9754302349785435,0.0,160.0,2021
b2ea77c64e2106174f73f5acd6606bcc,156.89523809523808,19.124553192128047,0.0,160.0,2024
b3084360a01c4125a64b6e21c462a15d,157.87317073170732,17.46322500691887,0.0,160.0,2018
b8373128640112ea7128b53f5f56db0a,157.9020979020979,15.585888654333361,0.0,160.0,2022
ba4eaaed79bbe448c31fa64203c34e12,158.56727272727272,13.769413031628012,0.0,160.0,2024
bb7e2a231acf0954326c38fa237f1c36,156.6474820143885,22.561947992959137,0.0,160.0,2017
bdd2a3711609534dcca3cdee22b23858,158.64550264550263,12.563296905442508,0.0,160.0,2019
bfb53c43e4f414af90f840a04e884fa3,157.66473988439307,17.708977311038506,0.0,160.0,2023
c3ebe56b0655d16577c90708075dfa02,157.3548387096774,18.944464954410336,0.0,160.0,2018
c41d1c10627c2652085112b21fe9e390,156.9763779527559,19.736946486676263,0.0,160.0,2016
ceb786b43e4f5449404a578fdc619ae6,157.3202614379085,19.066246558406228,0.0,160.0,2019
d4094f9b9a711b15f03d4c54dec17c35,158.86297376093293,12.229596896615003,0.0,160.0,2022
d7aa95eb7b1d1202dc3e7985cd0cfe3b,158.05369127516778,14.984129097012502,0.0,160.0,2018
d8af6ebec86181d98469a2f3d4649273,157.7810945273632,18.019485031376995,0.0,160.0,2019
e07e8f979aa156360e8ed902217f5a87,158.19354838709677,16.588535895058822,0.0,160.0,2021
e0aa60cca6030757ed0d598beec1025f,156.74157303370785,19.320577872196996,0.0,160.0,2020
